tombstone_code,place,tombstone_id,latitude,longitude,last_name,name,fathers_name,gender,year,tags,epitaph_language,decor_type,tombstone_type,tombstone_material_code,source_ru,source_en
BSH0122,Бешенковичи,122,,,,Шимон Дов-Бер,Ицхак,m,1899,пожилой,HE,S,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0123,Бешенковичи,123,55.0458438643183,29.4834038696775,,Шауль,Михл,m,1900,"пожилой, коэн",HE,S,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0124,Бешенковичи,124,55.0458302439802,29.4834424359056,,Цви_Гирш,Авраам,m,1902,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0124a,Бешенковичи,124a,55.0458302439802,29.4834424359056,,Неизвестный,,n,,,HE,,N,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0125,Бешенковичи,125,55.0458104696909,29.4834685586212,,Ханеле,Авраам Яаков,f,1905,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0126,Бешенковичи,126,55.0458019915499,29.4834888120787,,Эстер,Рафаэль,f,1903,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0126,Бешенковичи,126,55.0458019915499,29.4834888120787,,Яаков,Шнеур Залман,m,1904,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0127,Бешенковичи,127,55.0457728282496,29.4835546659791,,Хася,Исраэль,f,1903,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0128,Бешенковичи,128,55.0457358314613,29.4835594661038,,Неизвестный,,n,,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0129,Бешенковичи,129,,,,Малка,Ицхак,f,1903,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0130,Бешенковичи,130,55.0457309414379,29.483590213000905,,Наоми,Шмарьяху,f,1919,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0131,Бешенковичи,131,55.0457322842359,29.4836471343425,,Бейла Ита,Файвиш,f,1907,пожилой,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0132,Бешенковичи,132,55.0457238662347,29.4836578993556,,Дов-Бер,Нехемия,m,1906,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0133,Бешенковичи,133,55.0457181532647,29.4836912579906,,Аарон,Александр Сэндер,m,1908,"шамаш, левит",HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0134,Бешенковичи,134,55.0457046227079,29.4836313198715,,Эльке,Шмуэль,f,1919,раввин,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0135,Бешенковичи,135,55.0457111264791,29.4836832051337,,Арье_Лейб,Менахем Мендл,m,1917,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0136,Бешенковичи,136,55.0456974092333,29.4836370053002,,Цви_Гирш,Арье,m,1919,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0137,Бешенковичи,137,55.0456898008421,29.4836471191723,,Исраэль Ицхак,Аарон Моше,m,1919,юноша,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0138,Бешенковичи,138,55.0456826627096,29.4836478698507,,Песя,Шнеура Залман Аарон,f,1918,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0139,Бешенковичи,139,55.0456791632861,29.4836877292611,,Исраэль Меир,Шмуэль,m,1918,коэн,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0140,Бешенковичи,140,55.0455974803269,29.4838288394769,,Сара Эстер,Меир Йосеф,f,1919,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0141,Бешенковичи,141,55.0455800198435,29.4838749171489,Фридман,Ицхак Менаше,Зув Вольф,m,1919,юноша,HE,S,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0142,Бешенковичи,142,55.0455568375874,29.4839242848912,,Фрада,Александр Сэндер,f,1919,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0143,Бешенковичи,143,55.045535970712,29.4839340396872,Пожарин,Исраэль,Элиэзер,m,1920,,"HE, RU",,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0144,Бешенковичи,144,55.0454772773575,29.4840574222323,,Шейна Фрейда,Хаим Гециль,f,1923,,HE,,L,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0145,Бешенковичи,145,55.0454680065621,29.4840796062485,Абезгауз,Шефтель,Меир Элиэзер,m,1924,врач,"HE, RU",O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0146,Бешенковичи,146,55.0454603019921,29.4840937564718,Пожарин,Авраам,Элиэзер,m,1924,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0147,Бешенковичи,147,55.0454522986986,29.4841062112995,,Барух,Моше Лейб-Бера,m,1924,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0148,Бешенковичи,148,55.0454416264154,29.4841245112722,Иофе,Авраам Меир,Исраэль,m,1924,,"HE, RU",O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0149,Бешенковичи,149,55.0454388410938,29.4841635864734,,Ицхак,Йехуда Лейб,m,1925,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0150,Бешенковичи,150,55.0454316995389,29.4841325358541,,Мирьям,Элиэзер,f,1924,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0151,Бешенковичи,151,55.0453761755685,29.4842409418684,Юдовина,Доба,,f,1963,,RU,,L,CR ,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0152,Бешенковичи,152,55.0457418451839,29.4836686806154,,Сара,Шмуэль Вольф,f,1904,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0153,Бешенковичи,153,55.0457179667389,29.4837318782205,,Йехуда Лейб,Хаим,m,1908,пожилой,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0154,Бешенковичи,154,55.0456854419065,29.4837450422449,,Дов-Бер,Йосеф Ханан,m,1912,,HE,,L,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0154a,Бешенковичи,154a,55.0456854419065,29.4837450422449,,Неизвестный,,n,,,HE,,N,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0155,Бешенковичи,155,55.0456639030318,29.4837860167524,,Шмуэль,Аарон,m,1917,левит,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0156,Бешенковичи,156,55.045655090753,29.4837993541946,Дрозин,Меир,Александр Сэндер,m,1914,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0157,Бешенковичи,157,55.0455758561211,29.4839541608016,,Давид,Шмуэль Занвиль,m,1906,"аврех, коэн",HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0158,Бешенковичи,158,55.0455295277649,29.4840127299582,Мейзель,Рахель Роше,Зеев Вольф,f,1914,,HE,S,M,CR ,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0159,Бешенковичи,159,55.0454687861697,29.4841347717096,Фраерман,Мордехай Арье Лейб,Шалом Менахем Мендл,m,1922,ученый,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0159a,Бешенковичи,159a,55.0454687861697,29.4841347717096,,Песя Рахель,Ицхак,f,1926,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0160,Бешенковичи,160,55.0454458818473,29.4841940244325,,Левик,Моше,m,1922,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0161,Бешенковичи,161,55.0453786393199,29.4842908529033,Левин,Лейзер,,m,1964,,RU,,L,CR ,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0162,Бешенковичи,162,55.045361981527,29.4842992840368,Менделев,И.,,m,1963,,RU,S,L,CR ,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0163,Бешенковичи,163,55.0453437519276,29.4843110790906,Хинич,Гирш,,m,1962,,RU,,L,AS,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0164,Бешенковичи,164,55.0453326003143,29.4843061569806,Бабин,С.,,m,1964,,RU,F,L,AS,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0165,Бешенковичи,165,55.045538030364,29.4840628602159,,Шнеур Залман Моше,Элияху Зусман,m,1920,переписчик,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0166,Бешенковичи,166,55.0455300225871,29.4840806761229,Гинзбург,Элька,Моше Элиэзер,f,1918,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0167,Бешенковичи,167,55.0455101591398,29.4841368248493,Пожарина,Муся,Арье Лейб,f,1918,,"HE, RU",,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0168,Бешенковичи,168,55.0454895217397,29.4842112411181,,Двосе,Мордехай,f,1918,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0169,Бешенковичи,169,55.045475474901,29.4842440579298,Соловей,Йермияху,Авраам,m,1920,коэн,"HE, RU",,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0170,Бешенковичи,170,55.0454512356146,29.4842940204837,,Элияху,Меир,m,1922,пожилой,HE,S,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0171,Бешенковичи,171,55.0453657862323,29.4843723777345,Менделева,Э.,,f,1968,,RU,S,L,CR ,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0172,Бешенковичи,172,55.0460527545383,29.4830872006826,,Сара,Авраам,f,1899,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0173,Бешенковичи,173,55.0460495295702,29.4830956885168,,Фейге Сара,Шалом,f,1899,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0174,Бешенковичи,174,55.0460366760548,29.4830959343854,,Мотла,Йекутиэль Йосеф,f,1899,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0175,Бешенковичи,175,55.0460250140154,29.4831212037389,,Эстер Рахель,Дов-Бер,f,1899,пожилой,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0176,Бешенковичи,176,55.0460111441424,29.4831517252965,,Авраам Цви Гирш,Ноах,m,1900,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0177,Бешенковичи,177,55.0459980238926,29.4831397561384,,Хава Ривка,Зусман,f,1900,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0178,Бешенковичи,178,55.0459743273982,29.4832336622369,,Фрума,… Давид Йермияху,f,1902,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0179,Бешенковичи,179,55.0459360024661,29.4832669677103,,Яаков,Авраам Шнеур,m,1905,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0180,Бешенковичи,180,55.0459285165968,29.4832842492342,Кац,Йосеф,Гилель,m,1905,коэн,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0181,Бешенковичи,181,,,,Нахман,Шмуэль,m,1901,,HE,"O, S",M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0182,Бешенковичи,182,,,,Хаим Шмуэль,Шнеур Залман,m,1901,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0183,Бешенковичи,183,,,,Неизвестная,Дов-Бер,f,1900,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0184,Бешенковичи,184,,,,Хая Сара,Хаим,f,1899,"левит, жена, раввин, %Дисна%",HE,"O, S",M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0185,Бешенковичи,185,,,,Йекутиэль Дов,Рафаэль Беньямин,m,1900,левит,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0186,Бешенковичи,186,,,,Цви Шнеур Залман,Йекутиэль,m,1893,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0187,Бешенковичи,187,,,,Йехошуа Хешиль,Йосеф,m,1894,,HE,S,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0187,Бешенковичи,187,,,,Дов-Бер,Моше,m,1894,,HE,S,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0188,Бешенковичи,188,,,,Йосеф  Хаим,Шломо Залкинд,m,1898,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0189,Бешенковичи,189,55.0458436440841,29.4834667133398,,Моше,Натан,m,1898,пожилой,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0190,Бешенковичи,190,55.0458373316654,29.4834845664015,,Рося,Гедалья,f,1898,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0191,Бешенковичи,191,55.0458257104557,29.4835176919927,,Дов-Бер Яаков,Хаим Гедалья,m,1900,"юноша, левит",HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0192,Бешенковичи,192,55.045813039923,29.4835475269272,,Штерне Фрейда,Шалом,f,1901,"пожилой, коэн",HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0193,Бешенковичи,193,55.045805553178504,29.4835637040978,,Щера Лея,Дов-Бер,f,1897,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0194,Бешенковичи,194,,,,Дов-Бер,Йерахмиэль,m,1902,,HE,"O, S",M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0195,Бешенковичи,195,,,,Элиэзер Мордехай,Ицхак,m,1903,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0196,Бешенковичи,196,,,Пожарин,Барух,Элиэзер,m,1903,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0197,Бешенковичи,197,,,,Хана Тойба,Шалом Кац,f,1905,коэн,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0198,Бешенковичи,198,55.0457365626517,29.4837254397917,,Лотья Лея,Моше,f,1907,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0198a,Бешенковичи,198a,55.0457365626517,29.4837254397917,,Неизвестный,,n,,,HE,,N,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0199,Бешенковичи,199,55.0456570086361,29.4838643801425,,Ципа Малка,Элиэзер Мордехай,f,1913,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0200,Бешенковичи,200,55.0456402808908,29.4838881094938,,Хаим,Авраам Рафаэль,m,1912,пожилой,HE,,L,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0201,Бешенковичи,201,55.0456506090438,29.483870925474,,Сара,Элимелех,f,1912,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0202,Бешенковичи,202,55.0456294851435,29.4839234815346,,Шейна Ита,Дов-Бер,f,1912,,HE,"F, O",M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0202а,Бешенковичи,202а,55.0456294851435,29.4839234815346,,Неизвестный,,n,,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0203,Бешенковичи,203,55.0456211920909,29.4839413463984,,Фрума,Шалом Шломо,f,1912,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0204,Бешенковичи,204,55.0456122607312,29.4839341017116,,Неизвестный,,n,,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0205,Бешенковичи,205,,,,Менахем Мендл,Йосеф Бер,m,1908,"аврех, коэн",HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0206,Бешенковичи,206,55.0455604187981,29.4840850239283,,Яаков,Мордехай Арье Лейб,m,1904,раввин,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0207,Бешенковичи,207,55.0455451218018,29.4841180287776,,Дов,Мордехай,m,1913,,HE,O,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0208,Бешенковичи,208,55.0455371006126,29.4841382155836,,Авраам Рафаэль,Йосеф Йехуда,m,1914,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0209,Бешенковичи,209,55.045527818693,29.4841757156345,Таубкина,Рахель,Мордехай,f,1917,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0210,Бешенковичи,210,55.045503102428,29.4842265737589,Зельцер,Малка,Меир Ноах,f,1917,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0211,Бешенковичи,211,55.0454833561878,29.4842833948076,,Рахель,Шауль,f,1918,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0212,Бешенковичи,212,55.0460358743563,29.4831581358027,,Авраам,Шмарьяху,m,1893,,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
BSH0213,Бешенковичи,213,55.0460260785663,29.4831752772058,,Клара,Йоэль,f,1893,пожилой,HE,,M,S,"Архив полевых исследований Центра ""Сэфер""",Sefer Field Research Archive
